"filename", "language", "Markdown", "Python", "Shell Script", "JSON", "YAML", "HTML", "Docker", "Go Checksum File", "Go Module File", "Go", "comment", "blank", "total"
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-cost-quotas.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-deployment-smoke.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-final-regression.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-final-security-review.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-foundation-smoke.sh", "Shell Script", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-ga-sign-off.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-i18n-accessibility.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-install-guide.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-legal-compliance.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-load-test-plan.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-migration-guide.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-offline-bundle.sh", "Shell Script", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 1, 16, 62
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-performance-tuning.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-pilot-onboarding.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-pilot-telemetry-review.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-post-ga-backlog.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-release-notes.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-runbook-summary.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-sbom-license.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-security-suite.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-support-playbook.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-training-material.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-upgrade-rollback-plan.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/02-technical-selection.md", "Markdown", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/03-target-architecture.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/10-implementation-backlog.md", "Markdown", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -3
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/12-ga-product-requirements.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/14-postgres-pgvector-memory-schema.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/16-ga-test-release-checklist.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/17-team-cloud-go-service-design.md", "Markdown", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 169
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/GTC-11-17-go-service-ga-hardening.md", "Markdown", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 54
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/GTC-18-20-go-service-ga-closure.md", "Markdown", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 52
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/GTC-22-go-pgvector-memory-retrieval.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/GTC-24-28-go-service-second-ga-hardening.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 46
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P0-04-component-version-license-freeze.md", "Markdown", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-01-compose-hardening.md", "Markdown", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 58
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-02-helm-chart.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-03-offline-bundle.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-04-metrics-dashboard.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 46
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-05-logs-traces.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-06-backup-restore-drill.md", "Markdown", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 53
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-07-load-test-scripts.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-08-security-test-suite.md", "Markdown", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 49
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-09-upgrade-rollback.md", "Markdown", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 49
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-10-pilot-onboarding.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-11-bug-triage-process.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-12-cost-quotas-tuning.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-13-chaos-drills.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-14-beta-docs.md", "Markdown", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 48
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-15-i18n-accessibility.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-16-performance-tuning.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 46
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-17-pilot-telemetry-review.md", "Markdown", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 56
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P4-18-beta-exit-report.md", "Markdown", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 111
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-01-final-security-review.md", "Markdown", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-02-sbom-license-package.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 51
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-03-install-guide.md", "Markdown", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 114
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-04-admin-user-manuals.md", "Markdown", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 69
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-05-api-docs.md", "Markdown", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 164
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-06-runbook-summary.md", "Markdown", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 69
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-07-release-notes.md", "Markdown", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 77
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-08-ga-sign-off.md", "Markdown", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 68
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-09-support-playbook.md", "Markdown", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 82
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-10-migration-guide.md", "Markdown", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 90
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-11-training-material.md", "Markdown", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 75
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-12-final-regression.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-13-deployment-smoke.md", "Markdown", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 110
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-14-legal-compliance-package.md", "Markdown", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 60
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P5-15-post-ga-backlog.md", "Markdown", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 63
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/chaos/team-cloud-chaos-drills-v0.json", "JSON", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 1, 55
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/drills/team-cloud-backup-restore-drill-v0.json", "JSON", 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 1, 296
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/load/team-cloud-load-test-plan-v0.json", "JSON", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 1, 143
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/load/team-cloud-performance-tuning-v0.json", "JSON", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 1, 78
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/observability/team-cloud-grafana-dashboard-v0.json", "JSON", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 2, 82
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-beta-docs-v0.json", "JSON", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 1, 100
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-beta-exit-report-v0.json", "JSON", 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 1, 304
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-bug-triage-v0.json", "JSON", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 1, 47
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-i18n-accessibility-v0.json", "JSON", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 1, 83
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-pilot-onboarding-v0.json", "JSON", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 1, 92
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/pilot/team-cloud-pilot-telemetry-review-v0.json", "JSON", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/platform-foundation-smoke-v0.json", "JSON", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 140
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-admin-user-manuals-v0.json", "JSON", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 1, 136
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-api-docs-v0.json", "JSON", 0, 0, 0, 321, 0, 0, 0, 0, 0, 0, 0, 1, 322
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-deployment-smoke-v0.json", "JSON", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 1, 98
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-final-regression-v0.json", "JSON", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 1, 62
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-ga-release-notes-v0.json", "JSON", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 1, 83
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-ga-sign-off-v0.json", "JSON", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 105
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-install-guide-v0.json", "JSON", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 1, 98
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-legal-compliance-v0.json", "JSON", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 1, 85
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-migration-guide-v0.json", "JSON", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 1, 73
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-post-ga-backlog-v0.json", "JSON", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 57
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-runbook-summary-v0.json", "JSON", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 1, 189
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-sbom-license-v0.json", "JSON", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 1, 89
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-support-playbook-v0.json", "JSON", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 1, 95
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-training-material-v0.json", "JSON", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 1, 61
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/release/team-cloud-upgrade-rollback-v0.json", "JSON", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 1, 64
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/security/team-cloud-final-security-review-v0.json", "JSON", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 1, 112
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/security/team-cloud-security-suite-v0.json", "JSON", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 1, 108
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/usage/team-cloud-cost-quotas-v0.json", "JSON", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-23-ga-post-audit-release-manual.md", "Markdown", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
