"filename", "language", "Markdown", "Python", "YAML", "JSON", "JSON Lines", "Shell Script", "Skill", "MS SQL", "JavaScript", "HTML", "Ini", "XML", "BibTeX", "LaTeX", "TeX", "Makefile", "PowerShell", "Batch", "TOML", "TypeScript", "PostCSS", "TypeScript JSX", "Properties", "Docker", "JSON with Comments", "Go Template File", "Ruby", "comment", "blank", "total"
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/history-check.yml", "YAML", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 59
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/lint.yml", "YAML", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 203
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/nix-lockfile-fix.yml", "YAML", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 31, 255
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/nix.yml", "YAML", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 118
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/osv-scanner.yml", "YAML", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 68
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/skills-index.yml", "YAML", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 102
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/supply-chain-audit.yml", "YAML", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 38, 206
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/tests.yml", "YAML", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 125
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/upload_to_pypi.yml", "YAML", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 165
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.github/workflows/uv-lockfile-check.yml", "YAML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 13, 120
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.plans/openai-api-server.md", "Markdown", 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 292
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/.plans/streaming-support.md", "Markdown", 548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 706
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/AGENTS.md", "Markdown", 890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 1133
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/CONTRIBUTING.md", "Markdown", 708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 923
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 66, 16, 121
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/README.md", "Markdown", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 195
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/README.zh-CN.md", "Markdown", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 181
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.10.0.md", "Markdown", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.11.0.md", "Markdown", 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 454
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.12.0.md", "Markdown", 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 506
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.13.0.md", "Markdown", 508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 642
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.14.0.md", "Markdown", 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 480
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.2.0.md", "Markdown", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 384
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.3.0.md", "Markdown", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 378
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.4.0.md", "Markdown", 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 401
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.5.0.md", "Markdown", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 349
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.6.0.md", "Markdown", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 250
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.7.0.md", "Markdown", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 291
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.8.0.md", "Markdown", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 347
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/RELEASE_v0.9.0.md", "Markdown", 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 330
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/SECURITY.md", "Markdown", 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 332
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/__main__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/auth.py", "Python", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 13, 80
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/edit_approval.py", "Python", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 58, 287
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/entry.py", "Python", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 41, 267
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/events.py", "Python", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 45, 280
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/permissions.py", "Python", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 26, 169
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/server.py", "Python", 0, 1540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 200, 1949
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/session.py", "Python", 0, 453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 76, 629
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_adapter/tools.py", "Python", 0, 1145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 151, 1358
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_registry/agent.json", "JSON", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/acp_registry/icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/account_usage.py", "Python", 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 327
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/agent_init.py", "Python", 0, 1092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 389, 112, 1593
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/agent_runtime_helpers.py", "Python", 0, 1419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 555, 210, 2184
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/anthropic_adapter.py", "Python", 0, 1272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 715, 234, 2221
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/async_utils.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 8, 69
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/auxiliary_client.py", "Python", 0, 3492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1287, 511, 5290
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/azure_identity_adapter.py", "Python", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 60, 556
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/background_review.py", "Python", 0, 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 30, 588
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/bedrock_adapter.py", "Python", 0, 744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 398, 148, 1290
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/browser_provider.py", "Python", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 17, 176
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/browser_registry.py", "Python", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 32, 224
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/chat_completion_helpers.py", "Python", 0, 1453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 485, 160, 2098
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/codex_responses_adapter.py", "Python", 0, 800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 105, 1083
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/codex_runtime.py", "Python", 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 34, 449
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/context_compressor.py", "Python", 0, 1039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 536, 174, 1749
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/context_engine.py", "Python", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 29, 212
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/context_references.py", "Python", 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 72, 519
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/conversation_compression.py", "Python", 0, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 39, 604
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/conversation_loop.py", "Python", 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1031, 271, 4095
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/copilot_acp_client.py", "Python", 0, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 88, 687
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/credential_pool.py", "Python", 0, 1555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 150, 1956
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/credential_sources.py", "Python", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 52, 449
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/curator.py", "Python", 0, 1224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 394, 164, 1782
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/curator_backup.py", "Python", 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 82, 694
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/display.py", "Python", 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 140, 988
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/error_classifier.py", "Python", 0, 676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 123, 1088
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/file_safety.py", "Python", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 126
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/gemini_cloudcode_adapter.py", "Python", 0, 680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 104, 910
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/gemini_native_adapter.py", "Python", 0, 809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 121, 972
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/gemini_schema.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 100
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/google_code_assist.py", "Python", 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 52, 453
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/google_oauth.py", "Python", 0, 744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 156, 1060
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/i18n.py", "Python", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 31, 259
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/image_gen_provider.py", "Python", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 30, 243
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/image_gen_registry.py", "Python", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 24, 146
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/agent/image_routing.py", "Python", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 43, 392
