"filename", "language", "Python", "Shell Script", "Markdown", "MS SQL", "JSON", "TOML", "YAML", "Properties", "HTML", "Docker", "comment", "blank", "total"
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/run_agent.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-foundation-smoke.sh", "Shell Script", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 57
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-isolation-smoke.sh", "Shell Script", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-secrets.sh", "Shell Script", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 44
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-smoke.sh", "Shell Script", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 27
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/scripts/team-cloud-spicedb-schema-ci.sh", "Shell Script", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-03-local-compose-stack.md", "Markdown", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 16, 63
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-04-postgres-base-migrations.md", "Markdown", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 12, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-05-casdoor-oidc.md", "Markdown", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-06-jwt-middleware.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-07-casdoor-sync-worker.md", "Markdown", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 12, 55
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-08-pat-service-account.md", "Markdown", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 16, 71
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-09-spicedb-client.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-10-spicedb-schema-ci.md", "Markdown", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 12, 47
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-11-relationship-outbox.md", "Markdown", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 12, 47
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-12-authz-middleware.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 12, 53
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-13-org-team-member-api.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 14, 54
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-14-audit-baseline.md", "Markdown", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-15-minio-manifest.md", "Markdown", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 12, 51
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-16-web-login-shell.md", "Markdown", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-17-web-admin-pages.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-18-permission-explorer-minimal.md", "Markdown", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 18, 61
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-19-platform-foundation-tests.md", "Markdown", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 15, 47
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-20-platform-security-negative.md", "Markdown", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 14, 51
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-21-observability-baseline.md", "Markdown", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P1-22-foundation-deployment-docs.md", "Markdown", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 44, 157
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-01-memory-migrations.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 19, 60
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-02-memory-query-layer.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-03-memory-crud-api.md", "Markdown", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 14, 62
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-04-prefetch-pipeline.md", "Markdown", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 12, 41
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-05-memory-relationships.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-06-embedding-worker.md", "Markdown", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 12, 49
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-07-memory-extraction-worker.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 12, 53
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-08-review-queue-api.md", "Markdown", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 14, 59
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-09-duplicate-conflict-detector.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-10-pii-secret-detector.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-11-team-memory-provider.md", "Markdown", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 14, 56
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-12-memory-tools.md", "Markdown", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 14, 61
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-13-sync-turn-observation.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-14-aiagent-team-context.md", "Markdown", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-15-api-server-identity-headers.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 14, 55
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-16-gateway-identity-resolver.md", "Markdown", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 18, 77
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-17-web-chat-entry.md", "Markdown", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 23, 74
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-18-cloud-session-history.md", "Markdown", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 24, 83
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-19-runtime-event-bridge.md", "Markdown", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 18, 60
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/P2-20-isolation-test-suite.md", "Markdown", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/p2-isolation-suite-v0.json", "JSON", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 32
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GADoc/artifacts/platform-foundation-smoke-v0.json", "JSON", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 1, 128
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-03-local-compose-stack.md", "Markdown", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 12, 65
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-04-postgres-base-migrations.md", "Markdown", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-05-casdoor-oidc.md", "Markdown", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-06-jwt-middleware.md", "Markdown", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 14, 63
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-07-casdoor-sync-worker.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-08-pat-service-account.md", "Markdown", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-09-spicedb-client.md", "Markdown", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-10-spicedb-schema-ci.md", "Markdown", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-11-relationship-outbox.md", "Markdown", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-12-authz-middleware.md", "Markdown", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-13-org-team-member-api.md", "Markdown", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-14-audit-baseline.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-15-minio-manifest.md", "Markdown", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-16-web-login-shell.md", "Markdown", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-17-web-admin-pages.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-18-permission-explorer-minimal.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-19-platform-foundation-tests.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-20-platform-security-negative.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-21-observability-baseline.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-22-foundation-deployment-docs.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p1-estimate-reconciliation.md", "Markdown", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-01-memory-migrations.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-02-memory-query-layer.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-03-memory-crud-api.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-04-prefetch-pipeline.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-05-memory-relationships.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-06-embedding-worker.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-07-memory-extraction-worker.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-08-review-queue-api.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-09-duplicate-conflict-detector.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-10-pii-secret-detector.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-11-team-memory-provider.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-12-memory-tools.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-13-sync-turn-observation.md", "Markdown", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-14-aiagent-team-context.md", "Markdown", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-15-api-server-identity-headers.md", "Markdown", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-16-gateway-identity-resolver.md", "Markdown", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 10, 49
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-17-web-chat-entry.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 10, 46
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-18-cloud-session-history.md", "Markdown", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-19-runtime-event-bridge.md", "Markdown", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/teamDoc/GALog/2026-05-22-p2-20-isolation-test-suite.md", "Markdown", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/admin/__init__.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/admin/organizations.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 109
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/api.py", "Python", 631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 700
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/audit.py", "Python", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 57
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/auth/__init__.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 31
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/auth/middleware.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 82
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/auth/oidc.py", "Python", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 166
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/auth/tokens.py", "Python", 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51, 458
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/__init__.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 42
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/explain.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 106
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/middleware.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 142
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/outbox.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 215
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/schema_ci.py", "Python", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35, 218
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/authz/spicedb.py", "Python", 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35, 224
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/chat.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 177
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/cloud_sessions.py", "Python", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 229
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/identity.py", "Python", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 121
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/__init__.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 69
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/detectors.py", "Python", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 135
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/embedding.py", "Python", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 207
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/extraction.py", "Python", 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31, 303
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/prefetch.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 95
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/provider.py", "Python", 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44, 435
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/query.py", "Python", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 211
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/relationships.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 96
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/review.py", "Python", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 165
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/safety.py", "Python", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 128
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/memory/service.py", "Python", 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 186
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/migrations.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
